geo,edad,Año,valor
Serbia,Y55-64,2014,12.4
Sweden,Y55-64,2014,5.4
Slovenia,Y55-64,2014,7.8
Slovakia,Y55-64,2014,10.6
Turkey,Y55-64,2014,6
United Kingdom,Y55-64,2014,4
Austria,Y15-24,2015,10.6
Belgium,Y15-24,2015,22.1
Bulgaria,Y15-24,2015,21.6
Switzerland,Y15-24,2015,8.8
Cyprus,Y15-24,2015,32.8
Czechia,Y15-24,2015,12.6
Germany (until 1990 former territory of the FRG),Y15-24,2015,7.2
Denmark,Y15-24,2015,12.2
Euro area - 19 countries  (from 2015),Y15-24,2015,22.4
Estonia,Y15-24,2015,13.1
Greece,Y15-24,2015,49.8
Spain,Y15-24,2015,48.3
European Union - 27 countries (from 2020),Y15-24,2015,21.8
European Union - 28 countries (2013-2020),Y15-24,2015,20.4
Finland,Y15-24,2015,22.4
France,Y15-24,2015,24.7
Croatia,Y15-24,2015,42.3
Hungary,Y15-24,2015,17.3
Ireland,Y15-24,2015,20.2
Iceland,Y15-24,2015,8.8
Italy,Y15-24,2015,40.3
Lithuania,Y15-24,2015,16.3
Luxembourg,Y15-24,2015,17.3
Latvia,Y15-24,2015,16.3
Montenegro,Y15-24,2015,37.6
North Macedonia,Y15-24,2015,47.3
Malta,Y15-24,2015,11.6
Netherlands,Y15-24,2015,11.3
Norway,Y15-24,2015,9.9
Poland,Y15-24,2015,20.8
Portugal,Y15-24,2015,32
Romania,Y15-24,2015,21.7
Serbia,Y15-24,2015,43.2
Sweden,Y15-24,2015,20.4
Slovenia,Y15-24,2015,16.3
Slovakia,Y15-24,2015,26.5
Turkey,Y15-24,2015,18.5
United Kingdom,Y15-24,2015,14.6
Austria,Y15-74,2015,5.7
Belgium,Y15-74,2015,8.5
Bulgaria,Y15-74,2015,9.2
Switzerland,Y15-74,2015,4.8
Cyprus,Y15-74,2015,15
Czechia,Y15-74,2015,5.1
Germany (until 1990 former territory of the FRG),Y15-74,2015,4.6
Denmark,Y15-74,2015,6.3
Euro area - 19 countries  (from 2015),Y15-74,2015,10.9
Estonia,Y15-74,2015,6.2
Greece,Y15-74,2015,24.9
Spain,Y15-74,2015,22.1
European Union - 27 countries (from 2020),Y15-74,2015,10.1
European Union - 28 countries (2013-2020),Y15-74,2015,9.4
Finland,Y15-74,2015,9.4
France,Y15-74,2015,10.4
Croatia,Y15-74,2015,16.2
Hungary,Y15-74,2015,6.8
Ireland,Y15-74,2015,10
Iceland,Y15-74,2015,4
Italy,Y15-74,2015,11.9
Lithuania,Y15-74,2015,9.1
Luxembourg,Y15-74,2015,6.7
Latvia,Y15-74,2015,9.9
Montenegro,Y15-74,2015,17.6
North Macedonia,Y15-74,2015,26.1
Malta,Y15-74,2015,5.4
Netherlands,Y15-74,2015,6.9
Norway,Y15-74,2015,4.3
Poland,Y15-74,2015,7.5
Portugal,Y15-74,2015,12.6
Romania,Y15-74,2015,6.8
Serbia,Y15-74,2015,17.8
Sweden,Y15-74,2015,7.4
Slovenia,Y15-74,2015,9
Slovakia,Y15-74,2015,11.5
Turkey,Y15-74,2015,10.3
United Kingdom,Y15-74,2015,5.3
Austria,Y20-64,2015,5.6
Belgium,Y20-64,2015,8.4
Bulgaria,Y20-64,2015,9.1
Switzerland,Y20-64,2015,4.7
Cyprus,Y20-64,2015,14.9
Czechia,Y20-64,2015,5
Germany (until 1990 former territory of the FRG),Y20-64,2015,4.6
Denmark,Y20-64,2015,6
Euro area - 19 countries  (from 2015),Y20-64,2015,10.7
Estonia,Y20-64,2015,6.1
Greece,Y20-64,2015,24.9
Spain,Y20-64,2015,21.7
European Union - 27 countries (from 2020),Y20-64,2015,9.9
European Union - 28 countries (2013-2020),Y20-64,2015,9.2
Finland,Y20-64,2015,8.8
France,Y20-64,2015,10
Croatia,Y20-64,2015,15.5
Hungary,Y20-64,2015,6.7
Ireland,Y20-64,2015,9.6
Iceland,Y20-64,2015,3.5
Italy,Y20-64,2015,11.7
Lithuania,Y20-64,2015,9.2
Luxembourg,Y20-64,2015,6.3
Latvia,Y20-64,2015,9.9
Montenegro,Y20-64,2015,17.2
North Macedonia,Y20-64,2015,26
Malta,Y20-64,2015,4.9
Netherlands,Y20-64,2015,6.4
Norway,Y20-64,2015,4
Poland,Y20-64,2015,7.4
Portugal,Y20-64,2015,12.5
Romania,Y20-64,2015,6.7
Serbia,Y20-64,2015,17.8
Sweden,Y20-64,2015,6.7
Slovenia,Y20-64,2015,9
Slovakia,Y20-64,2015,11.3
Turkey,Y20-64,2015,10
United Kingdom,Y20-64,2015,4.6
Austria,Y25-29,2015,6.3
Belgium,Y25-29,2015,11.4
Bulgaria,Y25-29,2015,10.7
Switzerland,Y25-29,2015,5.5
Cyprus,Y25-29,2015,19.6
Czechia,Y25-29,2015,6.7
Germany (until 1990 former territory of the FRG),Y25-29,2015,5.8
Denmark,Y25-29,2015,9.1
Euro area - 19 countries  (from 2015),Y25-29,2015,14.8
Estonia,Y25-29,2015,6
Greece,Y25-29,2015,36.7
Spain,Y25-29,2015,28.5
European Union - 27 countries (from 2020),Y25-29,2015,13.5
European Union - 28 countries (2013-2020),Y25-29,2015,12.4
Finland,Y25-29,2015,11.3
France,Y25-29,2015,14
Croatia,Y25-29,2015,20.5
Hungary,Y25-29,2015,8.4
Ireland,Y25-29,2015,12.7
Iceland,Y25-29,2015,4
Italy,Y25-29,2015,22.4
Lithuania,Y25-29,2015,9.8
Luxembourg,Y25-29,2015,8.2
Latvia,Y25-29,2015,10.6
Montenegro,Y25-29,2015,23.2
North Macedonia,Y25-29,2015,39
Malta,Y25-29,2015,5.7
Netherlands,Y25-29,2015,6.5
Norway,Y25-29,2015,6.1
Poland,Y25-29,2015,10.1
Portugal,Y25-29,2015,15.8
Romania,Y25-29,2015,10.2
Serbia,Y25-29,2015,28.6
Sweden,Y25-29,2015,8.7
Slovenia,Y25-29,2015,16.1
Slovakia,Y25-29,2015,12.2
Turkey,Y25-29,2015,13
United Kingdom,Y25-29,2015,6
Austria,Y25-54,2015,5.2
Belgium,Y25-54,2015,7.7
Bulgaria,Y25-54,2015,8.5
Switzerland,Y25-54,2015,4.4
Cyprus,Y25-54,2015,13.1
Czechia,Y25-54,2015,4.6
Germany (until 1990 former territory of the FRG),Y25-54,2015,4.4
Denmark,Y25-54,2015,5.7
Euro area - 19 countries  (from 2015),Y25-54,2015,10.3
Estonia,Y25-54,2015,5.5
Greece,Y25-54,2015,24.4
Spain,Y25-54,2015,20.6
European Union - 27 countries (from 2020),Y25-54,2015,9.4
European Union - 28 countries (2013-2020),Y25-54,2015,8.7
Finland,Y25-54,2015,7.7
France,Y25-54,2015,9.2
Croatia,Y25-54,2015,14.4
Hungary,Y25-54,2015,6
Ireland,Y25-54,2015,8.9
Iceland,Y25-54,2015,3.1
Italy,Y25-54,2015,11.2
Lithuania,Y25-54,2015,8.6
Luxembourg,Y25-54,2015,5.8
Latvia,Y25-54,2015,9.5
Montenegro,Y25-54,2015,16.4
North Macedonia,Y25-54,2015,24.6
Malta,Y25-54,2015,4.3
Netherlands,Y25-54,2015,5.6
Norway,Y25-54,2015,4
Poland,Y25-54,2015,6.6
Portugal,Y25-54,2015,11.2
Romania,Y25-54,2015,6.2
Serbia,Y25-54,2015,17.1
Sweden,Y25-54,2015,5.8
Slovenia,Y25-54,2015,8.7
Slovakia,Y25-54,2015,10.5
Turkey,Y25-54,2015,9
United Kingdom,Y25-54,2015,4
Austria,Y55-64,2015,4.7
Belgium,Y55-64,2015,5.6
Bulgaria,Y55-64,2015,8.7
Switzerland,Y55-64,2015,4
Cyprus,Y55-64,2015,15.6
Czechia,Y55-64,2015,4.4
Germany (until 1990 former territory of the FRG),Y55-64,2015,4.7
Denmark,Y55-64,2015,4.4
Euro area - 19 countries  (from 2015),Y55-64,2015,8.1
Estonia,Y55-64,2015,6
Greece,Y55-64,2015,17.5
Spain,Y55-64,2015,18.6
European Union - 27 countries (from 2020),Y55-64,2015,7.5
European Union - 28 countries (2013-2020),Y55-64,2015,7
Finland,Y55-64,2015,8
France,Y55-64,2015,7.4
Croatia,Y55-64,2015,11.6
Hungary,Y55-64,2015,5.8
Ireland,Y55-64,2015,7.9
Iceland,Y55-64,2015,3.2
Italy,Y55-64,2015,5.5
Lithuania,Y55-64,2015,8.7
Luxembourg,Y55-64,2015,4.7
Latvia,Y55-64,2015,9.3
Montenegro,Y55-64,2015,10.9
North Macedonia,Y55-64,2015,20.8
Malta,Y55-64,2015,5.2
Netherlands,Y55-64,2015,8.1
Norway,Y55-64,2015,1.6
Poland,Y55-64,2015,5.4
Portugal,Y55-64,2015,12.5
Romania,Y55-64,2015,3.7
Serbia,Y55-64,2015,11.5
Sweden,Y55-64,2015,5.3
Slovenia,Y55-64,2015,7.8
Slovakia,Y55-64,2015,9.3
Turkey,Y55-64,2015,6.7
United Kingdom,Y55-64,2015,3.4
Austria,Y15-24,2016,11.2
Belgium,Y15-24,2016,20.1
Bulgaria,Y15-24,2016,17.2
Switzerland,Y15-24,2016,8.6
Cyprus,Y15-24,2016,29.1
Czechia,Y15-24,2016,10.5
Germany (until 1990 former territory of the FRG),Y15-24,2016,7.1
Denmark,Y15-24,2016,12.2
Euro area - 19 countries  (from 2015),Y15-24,2016,20.9
Estonia,Y15-24,2016,13.4
Greece,Y15-24,2016,47.3
Spain,Y15-24,2016,44.4
European Union - 27 countries (from 2020),Y15-24,2016,20.1
European Union - 28 countries (2013-2020),Y15-24,2016,18.7
Finland,Y15-24,2016,20.1
France,Y15-24,2016,24.5
Croatia,Y15-24,2016,31.3
Hungary,Y15-24,2016,12.9
Ireland,Y15-24,2016,16.8
Iceland,Y15-24,2016,6.5
Italy,Y15-24,2016,37.8
Lithuania,Y15-24,2016,14.5
Luxembourg,Y15-24,2016,18.9
Latvia,Y15-24,2016,17.3
Montenegro,Y15-24,2016,35.9
North Macedonia,Y15-24,2016,48.2
Malta,Y15-24,2016,10.7
Netherlands,Y15-24,2016,10.8
Norway,Y15-24,2016,11.2
Poland,Y15-24,2016,17.7
Portugal,Y15-24,2016,28
Romania,Y15-24,2016,20.6
Serbia,Y15-24,2016,34.9
Sweden,Y15-24,2016,18.9
Slovenia,Y15-24,2016,15.2
Slovakia,Y15-24,2016,22.2
Turkey,Y15-24,2016,19.5
United Kingdom,Y15-24,2016,13
Austria,Y15-74,2016,6
Belgium,Y15-74,2016,7.8
Bulgaria,Y15-74,2016,7.6
Switzerland,Y15-74,2016,5
Cyprus,Y15-74,2016,13
Czechia,Y15-74,2016,4
Germany (until 1990 former territory of the FRG),Y15-74,2016,4.1
Denmark,Y15-74,2016,6
Euro area - 19 countries  (from 2015),Y15-74,2016,10
Estonia,Y15-74,2016,6.8
Greece,Y15-74,2016,23.6
Spain,Y15-74,2016,19.6
European Union - 27 countries (from 2020),Y15-74,2016,9.1
European Union - 28 countries (2013-2020),Y15-74,2016,8.6
Finland,Y15-74,2016,8.8
France,Y15-74,2016,10
Croatia,Y15-74,2016,13.1
Hungary,Y15-74,2016,5.1
Ireland,Y15-74,2016,8.4
Iceland,Y15-74,2016,3
Italy,Y15-74,2016,11.7
Lithuania,Y15-74,2016,7.9
Luxembourg,Y15-74,2016,6.3
Latvia,Y15-74,2016,9.6
Montenegro,Y15-74,2016,17.8
North Macedonia,Y15-74,2016,23.7
Malta,Y15-74,2016,4.7
Netherlands,Y15-74,2016,6
Norway,Y15-74,2016,4.7
Poland,Y15-74,2016,6.2
Portugal,Y15-74,2016,11.2
Romania,Y15-74,2016,5.9
Serbia,Y15-74,2016,15.4
Sweden,Y15-74,2016,7
Slovenia,Y15-74,2016,8
Slovakia,Y15-74,2016,9.7
Turkey,Y15-74,2016,10.9
United Kingdom,Y15-74,2016,4.8
Austria,Y20-64,2016,5.8
Belgium,Y20-64,2016,7.7
Bulgaria,Y20-64,2016,7.6
Switzerland,Y20-64,2016,4.8
Cyprus,Y20-64,2016,12.9
Czechia,Y20-64,2016,3.9
Germany (until 1990 former territory of the FRG),Y20-64,2016,4.1
Denmark,Y20-64,2016,5.6
Euro area - 19 countries  (from 2015),Y20-64,2016,9.9
Estonia,Y20-64,2016,6.8
Greece,Y20-64,2016,23.5
Spain,Y20-64,2016,19.3
European Union - 27 countries (from 2020),Y20-64,2016,9
European Union - 28 countries (2013-2020),Y20-64,2016,8.4
Finland,Y20-64,2016,8.2
France,Y20-64,2016,9.7
Croatia,Y20-64,2016,12.5
Hungary,Y20-64,2016,5
Ireland,Y20-64,2016,8.1
Iceland,Y20-64,2016,2.8
Italy,Y20-64,2016,11.5
Lithuania,Y20-64,2016,8
Luxembourg,Y20-64,2016,5.9
Latvia,Y20-64,2016,9.8
Montenegro,Y20-64,2016,17.3
North Macedonia,Y20-64,2016,23.4
Malta,Y20-64,2016,4.3
Netherlands,Y20-64,2016,5.5
Norway,Y20-64,2016,4.3
Poland,Y20-64,2016,6.1
Portugal,Y20-64,2016,11.2
Romania,Y20-64,2016,5.7
Serbia,Y20-64,2016,15.6
Sweden,Y20-64,2016,6.3
Slovenia,Y20-64,2016,8.1
Slovakia,Y20-64,2016,9.5
Turkey,Y20-64,2016,10.7
United Kingdom,Y20-64,2016,4.3
Austria,Y25-29,2016,7
Belgium,Y25-29,2016,10.8
Bulgaria,Y25-29,2016,9.9
Switzerland,Y25-29,2016,6.1
Cyprus,Y25-29,2016,17.6
Czechia,Y25-29,2016,5.5
Germany (until 1990 former territory of the FRG),Y25-29,2016,5.3
Denmark,Y25-29,2016,9.4
Euro area - 19 countries  (from 2015),Y25-29,2016,13.6
Estonia,Y25-29,2016,7.6
Greece,Y25-29,2016,33.8
Spain,Y25-29,2016,25.6
European Union - 27 countries (from 2020),Y25-29,2016,12.3
European Union - 28 countries (2013-2020),Y25-29,2016,11.2
Finland,Y25-29,2016,10.4
France,Y25-29,2016,13.3
Croatia,Y25-29,2016,19
Hungary,Y25-29,2016,6.3
Ireland,Y25-29,2016,10.6
Iceland,Y25-29,2016,3.2
Italy,Y25-29,2016,21.9
Lithuania,Y25-29,2016,7.2
Luxembourg,Y25-29,2016,5.9
Latvia,Y25-29,2016,10.8
Montenegro,Y25-29,2016,23.4
North Macedonia,Y25-29,2016,35.2
Malta,Y25-29,2016,4.5
Netherlands,Y25-29,2016,5.3
Norway,Y25-29,2016,6.6
Poland,Y25-29,2016,8.1
Portugal,Y25-29,2016,15.4
Romania,Y25-29,2016,9
Serbia,Y25-29,2016,26.2
Sweden,Y25-29,2016,7.8
Slovenia,Y25-29,2016,14.3
Slovakia,Y25-29,2016,11.4
Turkey,Y25-29,2016,14.5
United Kingdom,Y25-29,2016,5.1
Austria,Y25-54,2016,5.4
Belgium,Y25-54,2016,7.1
Bulgaria,Y25-54,2016,7.1
Switzerland,Y25-54,2016,4.7
Cyprus,Y25-54,2016,11.7
Czechia,Y25-54,2016,3.5
Germany (until 1990 former territory of the FRG),Y25-54,2016,3.9
Denmark,Y25-54,2016,5.3
Euro area - 19 countries  (from 2015),Y25-54,2016,9.5
Estonia,Y25-54,2016,5.9
Greece,Y25-54,2016,22.8
Spain,Y25-54,2016,18.2
European Union - 27 countries (from 2020),Y25-54,2016,8.5
European Union - 28 countries (2013-2020),Y25-54,2016,7.9
Finland,Y25-54,2016,7.4
France,Y25-54,2016,8.9
Croatia,Y25-54,2016,11.6
Hungary,Y25-54,2016,4.5
Ireland,Y25-54,2016,7.5
Iceland,Y25-54,2016,2.5
Italy,Y25-54,2016,11.1
Lithuania,Y25-54,2016,7.4
Luxembourg,Y25-54,2016,5.3
Latvia,Y25-54,2016,9.3
Montenegro,Y25-54,2016,17.1
North Macedonia,Y25-54,2016,22.2
Malta,Y25-54,2016,3.9
Netherlands,Y25-54,2016,4.6
Norway,Y25-54,2016,4.3
Poland,Y25-54,2016,5.4
Portugal,Y25-54,2016,10
Romania,Y25-54,2016,5.3
Serbia,Y25-54,2016,15.5
Sweden,Y25-54,2016,5.5
Slovenia,Y25-54,2016,7.7
Slovakia,Y25-54,2016,8.7
Turkey,Y25-54,2016,9.7
United Kingdom,Y25-54,2016,3.6
Austria,Y55-64,2016,5
Belgium,Y55-64,2016,5.7
Bulgaria,Y55-64,2016,7.3
Switzerland,Y55-64,2016,3.8
Cyprus,Y55-64,2016,11.5
Czechia,Y55-64,2016,3.8
Germany (until 1990 former territory of the FRG),Y55-64,2016,3.9
Denmark,Y55-64,2016,4.1
Euro area - 19 countries  (from 2015),Y55-64,2016,7.6
Estonia,Y55-64,2016,8.1
Greece,Y55-64,2016,19.2
Spain,Y55-64,2016,17
European Union - 27 countries (from 2020),Y55-64,2016,6.9
European Union - 28 countries (2013-2020),Y55-64,2016,6.5
Finland,Y55-64,2016,7.5
France,Y55-64,2016,7.2
Croatia,Y55-64,2016,9.6
Hungary,Y55-64,2016,4.4
Ireland,Y55-64,2016,6.5
Iceland,Y55-64,2016,2.1
Italy,Y55-64,2016,5.7
Lithuania,Y55-64,2016,7.7
Luxembourg,Y55-64,2016,5
Latvia,Y55-64,2016,9.2
Montenegro,Y55-64,2016,8.4
North Macedonia,Y55-64,2016,17.7
Malta,Y55-64,2016,3.4
Netherlands,Y55-64,2016,7.2
Norway,Y55-64,2016,1.9
Poland,Y55-64,2016,4.4
Portugal,Y55-64,2016,11
Romania,Y55-64,2016,3.2
Serbia,Y55-64,2016,9
Sweden,Y55-64,2016,5.3
Slovenia,Y55-64,2016,6.5
Slovakia,Y55-64,2016,9
Turkey,Y55-64,2016,6.2
United Kingdom,Y55-64,2016,3.7
Austria,Y15-24,2017,9.8
Belgium,Y15-24,2017,19.3
Bulgaria,Y15-24,2017,12.9
Switzerland,Y15-24,2017,8.1
Cyprus,Y15-24,2017,24.7
Czechia,Y15-24,2017,7.9
Germany (until 1990 former territory of the FRG),Y15-24,2017,6.8
Denmark,Y15-24,2017,12.4
Euro area - 19 countries  (from 2015),Y15-24,2017,18.8
Estonia,Y15-24,2017,12.1
Greece,Y15-24,2017,43.6
Spain,Y15-24,2017,38.6
European Union - 27 countries (from 2020),Y15-24,2017,18
European Union - 28 countries (2013-2020),Y15-24,2017,16.9
Finland,Y15-24,2017,20.1
France,Y15-24,2017,22.1
Croatia,Y15-24,2017,27.4
Hungary,Y15-24,2017,10.7
Ireland,Y15-24,2017,14.4
Iceland,Y15-24,2017,7.9
Italy,Y15-24,2017,34.7
Lithuania,Y15-24,2017,13.3
Luxembourg,Y15-24,2017,15.4
Latvia,Y15-24,2017,17
Montenegro,Y15-24,2017,31.7
North Macedonia,Y15-24,2017,46.7
Malta,Y15-24,2017,10.6
Netherlands,Y15-24,2017,8.9
Norway,Y15-24,2017,10.4
Poland,Y15-24,2017,14.8
Portugal,Y15-24,2017,23.9
Romania,Y15-24,2017,18.3
Serbia,Y15-24,2017,31.9
Sweden,Y15-24,2017,17.9
Slovenia,Y15-24,2017,11.2
Slovakia,Y15-24,2017,18.9
Turkey,Y15-24,2017,20.5
United Kingdom,Y15-24,2017,12.1
Austria,Y15-74,2017,5.5
Belgium,Y15-74,2017,7.1
Bulgaria,Y15-74,2017,6.2
Switzerland,Y15-74,2017,4.8
Cyprus,Y15-74,2017,11.1
Czechia,Y15-74,2017,2.9
Germany (until 1990 former territory of the FRG),Y15-74,2017,3.8
Denmark,Y15-74,2017,5.8
Euro area - 19 countries  (from 2015),Y15-74,2017,9.1
Estonia,Y15-74,2017,5.8
Greece,Y15-74,2017,21.5
Spain,Y15-74,2017,17.2
European Union - 27 countries (from 2020),Y15-74,2017,8.2
European Union - 28 countries (2013-2020),Y15-74,2017,7.6
Finland,Y15-74,2017,8.6
France,Y15-74,2017,9.4
Croatia,Y15-74,2017,11.2
Hungary,Y15-74,2017,4.2
Ireland,Y15-74,2017,6.7
Iceland,Y15-74,2017,2.7
Italy,Y15-74,2017,11.2
Lithuania,Y15-74,2017,7.1
Luxembourg,Y15-74,2017,5.5
Latvia,Y15-74,2017,8.7
Montenegro,Y15-74,2017,16.1
North Macedonia,Y15-74,2017,22.4
Malta,Y15-74,2017,4
Netherlands,Y15-74,2017,4.9
Norway,Y15-74,2017,4.2
Poland,Y15-74,2017,4.9
Portugal,Y15-74,2017,9
Romania,Y15-74,2017,4.9
Serbia,Y15-74,2017,13.6
Sweden,Y15-74,2017,6.7
Slovenia,Y15-74,2017,6.6
Slovakia,Y15-74,2017,8.1
Turkey,Y15-74,2017,10.9
United Kingdom,Y15-74,2017,4.3
Austria,Y20-64,2017,5.3
Belgium,Y20-64,2017,7
Bulgaria,Y20-64,2017,6.1
Switzerland,Y20-64,2017,4.8
Cyprus,Y20-64,2017,11.1
Czechia,Y20-64,2017,2.8
Germany (until 1990 former territory of the FRG),Y20-64,2017,3.7
Denmark,Y20-64,2017,5.3
Euro area - 19 countries  (from 2015),Y20-64,2017,8.9
Estonia,Y20-64,2017,5.7
Greece,Y20-64,2017,21.4
Spain,Y20-64,2017,16.9
European Union - 27 countries (from 2020),Y20-64,2017,8
European Union - 28 countries (2013-2020),Y20-64,2017,7.5
Finland,Y20-64,2017,8.1
France,Y20-64,2017,9.1
Croatia,Y20-64,2017,10.8
Hungary,Y20-64,2017,4
Ireland,Y20-64,2017,6.4
Iceland,Y20-64,2017,2.4
Italy,Y20-64,2017,11.1
Lithuania,Y20-64,2017,7.2
Luxembourg,Y20-64,2017,5.3
Latvia,Y20-64,2017,8.8
Montenegro,Y20-64,2017,16
North Macedonia,Y20-64,2017,22
Malta,Y20-64,2017,3.6
Netherlands,Y20-64,2017,4.4
Norway,Y20-64,2017,3.8
Poland,Y20-64,2017,4.8
Portugal,Y20-64,2017,8.9
Romania,Y20-64,2017,4.8
Serbia,Y20-64,2017,13.7
Sweden,Y20-64,2017,6
Slovenia,Y20-64,2017,6.6
Slovakia,Y20-64,2017,7.9
Turkey,Y20-64,2017,10.7
United Kingdom,Y20-64,2017,3.8
Austria,Y25-29,2017,6.4
Belgium,Y25-29,2017,10.1
Bulgaria,Y25-29,2017,8.4
Switzerland,Y25-29,2017,5.7
Cyprus,Y25-29,2017,15.4
Czechia,Y25-29,2017,3.5
Germany (until 1990 former territory of the FRG),Y25-29,2017,5
Denmark,Y25-29,2017,9.6
Euro area - 19 countries  (from 2015),Y25-29,2017,12.4
Estonia,Y25-29,2017,5.2
Greece,Y25-29,2017,31.2
Spain,Y25-29,2017,23
European Union - 27 countries (from 2020),Y25-29,2017,11
European Union - 28 countries (2013-2020),Y25-29,2017,10
Finland,Y25-29,2017,9.3
France,Y25-29,2017,12.4
Croatia,Y25-29,2017,17.3
Hungary,Y25-29,2017,4.8
Ireland,Y25-29,2017,8.1
Iceland,Y25-29,2017,3.3
Italy,Y25-29,2017,21.2
Lithuania,Y25-29,2017,5
Luxembourg,Y25-29,2017,6
Latvia,Y25-29,2017,8.2
Montenegro,Y25-29,2017,22.9
North Macedonia,Y25-29,2017,33.9
Malta,Y25-29,2017,4.7
Netherlands,Y25-29,2017,4.4
Norway,Y25-29,2017,4.8
Poland,Y25-29,2017,5.9
Portugal,Y25-29,2017,11.3
Romania,Y25-29,2017,7.6
Serbia,Y25-29,2017,23.1
Sweden,Y25-29,2017,7.8
Slovenia,Y25-29,2017,10.4
Slovakia,Y25-29,2017,9.8
Turkey,Y25-29,2017,14.3
United Kingdom,Y25-29,2017,4.3
Austria,Y25-54,2017,5.1
Belgium,Y25-54,2017,6.2
Bulgaria,Y25-54,2017,5.9
Switzerland,Y25-54,2017,4.7
Cyprus,Y25-54,2017,10.4
Czechia,Y25-54,2017,2.7
Germany (until 1990 former territory of the FRG),Y25-54,2017,3.5
Denmark,Y25-54,2017,5.1
Euro area - 19 countries  (from 2015),Y25-54,2017,8.6
Estonia,Y25-54,2017,5.3
Greece,Y25-54,2017,20.7
Spain,Y25-54,2017,15.9
European Union - 27 countries (from 2020),Y25-54,2017,7.6
European Union - 28 countries (2013-2020),Y25-54,2017,7
Finland,Y25-54,2017,7.1
France,Y25-54,2017,8.5
Croatia,Y25-54,2017,10.1
Hungary,Y25-54,2017,3.7
Ireland,Y25-54,2017,5.8
Iceland,Y25-54,2017,1.8
Italy,Y25-54,2017,10.9
Lithuania,Y25-54,2017,6.6
Luxembourg,Y25-54,2017,4.9
Latvia,Y25-54,2017,8.3
Montenegro,Y25-54,2017,15.9
North Macedonia,Y25-54,2017,20.7
Malta,Y25-54,2017,3.2
Netherlands,Y25-54,2017,3.7
Norway,Y25-54,2017,3.7
Poland,Y25-54,2017,4.2
Portugal,Y25-54,2017,7.9
Romania,Y25-54,2017,4.2
Serbia,Y25-54,2017,13.7
Sweden,Y25-54,2017,5.4
Slovenia,Y25-54,2017,6.3
Slovakia,Y25-54,2017,7.6
Turkey,Y25-54,2017,9.5
United Kingdom,Y25-54,2017,3.2
Austria,Y55-64,2017,4.2
Belgium,Y55-64,2017,5.9
Bulgaria,Y55-64,2017,5.9
Switzerland,Y55-64,2017,3.8
Cyprus,Y55-64,2017,7.8
Czechia,Y55-64,2017,2.4
Germany (until 1990 former territory of the FRG),Y55-64,2017,3.4
Denmark,Y55-64,2017,3.7
Euro area - 19 countries  (from 2015),Y55-64,2017,6.8
Estonia,Y55-64,2017,5.7
Greece,Y55-64,2017,18.1
Spain,Y55-64,2017,15.3
European Union - 27 countries (from 2020),Y55-64,2017,6.2
European Union - 28 countries (2013-2020),Y55-64,2017,5.8
Finland,Y55-64,2017,7.8
France,Y55-64,2017,6.5
Croatia,Y55-64,2017,7.5
Hungary,Y55-64,2017,3.6
Ireland,Y55-64,2017,5.8
Iceland,Y55-64,2017,1.8
Italy,Y55-64,2017,5.8
Lithuania,Y55-64,2017,7.3
Luxembourg,Y55-64,2017,3.3
Latvia,Y55-64,2017,8.3
Montenegro,Y55-64,2017,7.2
North Macedonia,Y55-64,2017,16.6
Malta,Y55-64,2017,2.5
Netherlands,Y55-64,2017,5.5
Norway,Y55-64,2017,1.8
Poland,Y55-64,2017,3.7
Portugal,Y55-64,2017,8.5
Romania,Y55-64,2017,3.2
Serbia,Y55-64,2017,8.1
Sweden,Y55-64,2017,5.1
Slovenia,Y55-64,2017,6.4
Slovakia,Y55-64,2017,6
Turkey,Y55-64,2017,6.5
United Kingdom,Y55-64,2017,3.5
Austria,Y15-24,2018,9.4
Belgium,Y15-24,2018,15.8
Bulgaria,Y15-24,2018,12.7
Switzerland,Y15-24,2018,7.9
Cyprus,Y15-24,2018,20.2
Czechia,Y15-24,2018,6.7
Germany (until 1990 former territory of the FRG),Y15-24,2018,6.2
Denmark,Y15-24,2018,10.5
Euro area - 19 countries  (from 2015),Y15-24,2018,16.9
Estonia,Y15-24,2018,11.8
Greece,Y15-24,2018,39.9
Spain,Y15-24,2018,34.3
European Union - 27 countries (from 2020),Y15-24,2018,16.1
European Union - 28 countries (2013-2020),Y15-24,2018,15.2
Finland,Y15-24,2018,17
France,Y15-24,2018,20.8
Croatia,Y15-24,2018,23.7
Hungary,Y15-24,2018,10.2
Ireland,Y15-24,2018,13.8
Iceland,Y15-24,2018,6.1
Italy,Y15-24,2018,32.2
Lithuania,Y15-24,2018,11.1
Luxembourg,Y15-24,2018,14.2
Latvia,Y15-24,2018,12.2
Montenegro,Y15-24,2018,29.4
North Macedonia,Y15-24,2018,45.4
Malta,Y15-24,2018,9.1
Netherlands,Y15-24,2018,7.2
Norway,Y15-24,2018,9.7
Poland,Y15-24,2018,11.7
Portugal,Y15-24,2018,20.3
Romania,Y15-24,2018,16.2
Serbia,Y15-24,2018,29.7
Sweden,Y15-24,2018,17.4
Slovenia,Y15-24,2018,8.8
Slovakia,Y15-24,2018,14.9
Turkey,Y15-24,2018,20.2
United Kingdom,Y15-24,2018,11.3
Austria,Y15-74,2018,4.9
Belgium,Y15-74,2018,6
Bulgaria,Y15-74,2018,5.2
Switzerland,Y15-74,2018,4.7
Cyprus,Y15-74,2018,8.4
